year,movie,number_W,number_N,number_W+N
1984,tobeornottobe,0,1,1
1984,thestingii,0,1,1
1984,theprofessionofarms,0,1,1
1984,nevercrywolf,0,1,1
1984,testament,0,1,1
1984,spacesthearchitectureofpaulrudolph,0,1,1
1984,soundofsunshinesoundofrain,0,1,1
1984,sewingwoman,0,1,1
1984,seeingred,0,1,1
1984,overnightsensation,0,1,1
1978,unionmaids,0,1,1
1983,coupdetorchoncleanslate,0,1,1
1983,bestfriends,0,1,1
1983,bensmill,0,1,1
1983,balletrobotique,0,1,1
1983,aportraitofgiselle,0,1,1
1983,alsinoandthecondor,0,1,1
1983,aftertheaxe,0,1,1
1982,urgetobuild,0,1,1
1982,threebrothers,0,1,1
1983,diner,0,1,1
1983,godsofmetal,0,1,1
1983,inourwater,0,1,1
1983,thegreatcognito,0,1,1
1983,yesgiorgio,0,1,1
1983,travelinghopefully,0,1,1
1983,toliveorletdie,0,1,1
1983,thesnowman,0,1,1
1983,thesilence,0,1,1
1983,theklanalegacyofhateinamerica,0,1,1
1983,theflightoftheeagle,0,1,1
1983,myfavoriteyear,0,1,1
1983,thebestlittlewhorehouseintexas,0,1,1
1983,srednivashtar,0,1,1
1983,splitcherrytree,0,1,1
1983,rockyiii,0,1,1
1983,privatelife,0,1,1
1983,onefromtheheart,0,1,1
1986,rainbowwar,0,1,1
1986,makingoverturesthestoryofacommunityorchestra,0,1,1
1986,lasmadresthemothersofplazademayo,0,1,1
1986,keatsandhisnightingaleablinddate,0,1,1
1986,jaggededge,0,1,1
1986,graffiti,0,1,1
1986,colonelredl,0,1,1
1986,angryharvest,0,1,1
1986,rambofirstbloodpartii,0,1,1
1986,remowilliamstheadventurebegins,0,1,1
1986,returntooz,0,1,1
1986,thestatueofliberty,0,1,1
1986,whenfatherwasawayonbusiness,0,1,1
1986,unfinishedbusiness,0,1,1
1986,twiceinalifetime,0,1,1
1986,threemenandacradle,0,1,1
1986,thewizardofthestrings,0,1,1
1986,thepurpleroseofcairo,0,1,1
1986,secondclassmail,0,1,1
1986,thejourneyofnattygann,0,1,1
1986,thecouragetocare,0,1,1
1986,thebigsnit,0,1,1
1986,sweetdreams,0,1,1
1986,soldiersinhiding,0,1,1
1985,wartimeromance,0,1,1
1985,codegrayethicaldilemmasinnursing,0,1,1
1985,highschools,0,1,1
1985,elnorte,0,1,1
1985,dune,0,1,1
1985,doublefeature,0,1,1
1985,doctordesoto,0,1,1
1985,country,0,1,1
1985,camila,0,1,1
1985,inthenameofthepeople,0,1,1
1985,beyondthewalls,0,1,1
1985,beverlyhillscop,0,1,1
1985,againstallodds,0,1,1
1985,marlene,0,1,1
1985,thepopeofgreenwichvillage,0,1,1
1985,swingshift,0,1,1
1985,thepainteddoor,0,1,1
1985,themuppetstakemanhattan,0,1,1
1985,thekaratekid,0,1,1
1985,thegardenofeden,0,1,1
1985,thechildrenofsoongchingling,0,1,1
1985,talesofmeetingandparting,0,1,1
1985,streetwise,0,1,1
1985,paradise,0,1,1
1985,starman,0,1,1
1985,splash,0,1,1
1985,songwriter,0,1,1
1985,romancingthestone,0,1,1
1985,rolandjoff,0,1,1
1985,recollectionsofpavlovsk,0,1,1
1982,thetendertaleofcinderellapenguin,0,1,1
1982,thegreatmuppetcaper,0,1,1
1982,thecreation,0,1,1
1980,thechamp,0,1,1
1980,asimplestory,0,1,1
1980,agatha,0,1,1
1980,braveryinthefield,0,1,1
1980,butchandsundancetheearlydays,0,1,1
1980,mamaturnsahundred,0,1,1
1980,sollysdiner,0,1,1
1980,rememberme,0,1,1
1980,ohbrothermybrother,0,1,1
1980,nails,0,1,1
1980,moonraker,0,1,1
1980,meteor,0,1,1
1980,koryoceladon,0,1,1
1980,chaptertwo,0,1,1
1980,itssonicetohaveawolfaroundthehouse,0,1,1
1980,icecastles,0,1,1
1980,goingthedistance,0,1,1
1980,generationonthewind,0,1,1
1980,dreamdoll,0,1,1
1980,dae,0,1,1
1979,withbabiesandbannersstoryofthewomensemergencybrigade,0,1,1
1979,whitebimblackear,0,1,1
1979,foulplay,0,1,1
1979,comesahorseman,0,1,1
1979,caravans,0,1,1
1979,bloodbrothers,0,1,1
1979,anencounterwithfaces,0,1,1
1979,adifferentapproach,0,1,1
1979,grease,0,1,1
1979,goodnightmissann,0,1,1
1979,hooper,0,1,1
1979,vivaitalia,0,1,1
1979,strangefruit,0,1,1
1979,theswarm,0,1,1
1979,themagicoflassie,0,1,1
1979,theloverswind,0,1,1
1979,theglasscell,0,1,1
1979,thedividedtrailanativeamericanodyssey,0,1,1
1979,thebrinksjob,0,1,1
1979,squiresofsanquentin,0,1,1
1979,hungarians,0,1,1
1979,ripvanwinkle,0,1,1
1979,raoni,0,1,1
1979,prettybaby,0,1,1
1979,ohmydarling,0,1,1
1979,mysteriouscastlesofclay,0,1,1
1979,mandysgrandmother,0,1,1
1980,theamityvillehorror,0,1,1
1980,theelectrichorseman,0,1,1
1982,theboatisfull,0,1,1
1980,theeuropeans,0,1,1
1981,whentimeranout,0,1,1
1981,tribute,0,1,1
1981,theyellowstarthepersecutionofthejewsineurope193345,0,1,1
1981,thenest,0,1,1
1981,thelastmetro,0,1,1
1981,theformula,0,1,1
1981,theeruptionofmountsthelens,0,1,1
1981,thedayaftertrinity,0,1,1
1981,thebluelagoon,0,1,1
1982,againstwindandtideacubanodyssey,0,1,1
1982,americasintransition,0,1,1
1982,brooklynbridge,0,1,1
1982,heavensgate,0,1,1
1982,seewhatisay,0,1,1
1982,princeofthecity,0,1,1
1982,outland,0,1,1
1982,muddyriver,0,1,1
1982,manofiron,0,1,1
1982,journeyforsurvival,0,1,1
1982,heartbeeps,0,1,1
1982,couplesandrobbers,0,1,1
1982,foryoureyesonly,0,1,1
1982,firstwinter,0,1,1
1982,excalibur,0,1,1
1982,endlesslove,0,1,1
1982,elsalvadoranothervietnam,0,1,1
1982,eightminutestomidnightaportraitofdrhelencaldicott,0,1,1
1981,somewhereintime,0,1,1
1981,ninetofive,0,1,1
1981,mybrilliantcareer,0,1,1
1980,toforgetvenice,0,1,1
1980,thewarathome,0,1,1
1980,thesolarfilm,0,1,1
1980,thepromise,0,1,1
1980,themaidsofwilko,0,1,1
1980,thekillingground,0,1,1
1981,agee,0,1,1
1981,mononcledamerique,0,1,1
1981,gloria,0,1,1
1981,luthermetkeat94,0,1,1
1981,itsthesameworld,0,1,1
1981,insidemoves,0,1,1
1981,honeysucklerose,0,1,1
1981,historyoftheworldinthreeminutesflat,0,1,1
1981,frontline,0,1,1
1981,ajuryofherpeers,0,1,1
1981,fallline,0,1,1
1981,dontmesswithbill,0,1,1
1981,confidence,0,1,1
1981,brubaker,0,1,1
1981,breakermorant,0,1,1
1981,allnothing,0,1,1
1971,oisin,0,1,1
1971,madron,0,1,1
1961,thecreationofwoman,0,1,1
1961,visittoasmallplanet,0,1,1
1961,universe,0,1,1
1961,tunesofglory,0,1,1
1961,theriseandfalloflegsdiamond,0,1,1
1961,theninthcircle,0,1,1
1961,themagnificentseven,0,1,1
1961,thelastvoyage,0,1,1
1961,theentertainer,0,1,1
1962,backstreet,0,1,1
1962,cradleofgenius,0,1,1
1962,claudelleinglish,0,1,1
1962,breakingthelanguagebarrier,0,1,1
1962,beepprepared,0,1,1
1962,ballonvoleplayball,0,1,1
1962,balladofasoldier,0,1,1
1962,bachelorinparadise,0,1,1
1962,aquamania,0,1,1
1962,amajorityofone,0,1,1
1961,thedarkatthetopofthestairs,0,1,1
1961,theangrysilence,0,1,1
1960,therunningjumpingandstandingstillfilm,0,1,1
1961,seventhieves,0,1,1
1961,asportisborn,0,1,1
1961,aplaceinthesun,0,1,1
1961,acitycalledcopenhagen,0,1,1
1960,wildstrawberries,0,1,1
1960,theyoungland,0,1,1
1960,theviolinist,0,1,1
1961,bellsareringing,0,1,1
1961,beyondsilence,0,1,1
1961,lavrit,0,1,1
1961,rebelinparadise,0,1,1
1961,murderinc,0,1,1
1961,mouseandgarden,0,1,1
1961,midnightlace,0,1,1
1961,macario,0,1,1
1961,letsmakelove,0,1,1
1961,kapo,0,1,1
1961,georgegroszinterregnum,0,1,1
1961,itstartedinnaples,0,1,1
1961,islandsofthesea,0,1,1
1961,hiroshimamonamour,0,1,1
1961,hightime,0,1,1
1961,highnote,0,1,1
1961,goliathii,0,1,1
1962,generaldellarovere,0,1,1
1962,harryandthebutler,0,1,1
1962,immortallove,0,1,1
1962,kahl,0,1,1
1963,tenderisthenight,0,1,1
1963,tarasbulba,0,1,1
1963,symposiumonpopularsongs,0,1,1
1963,selfdefenseforcowards,0,1,1
1963,phaedra,0,1,1
1963,periodofadjustment,0,1,1
1963,pan,0,1,1
1963,nowhearthis,0,1,1
1963,mygeisha,0,1,1
1963,longdaysjourneyintonight,0,1,1
1963,lolita,0,1,1
1963,lastyearatmarienbad,0,1,1
1963,keeperofpromisesthegivenword,0,1,1
1963,icarusmontgolfierwright,0,1,1
1963,hatari,0,1,1
1963,thecadillac,0,1,1
1963,thecliffdwellersformerlytitledoneplusone,0,1,1
1963,thefourdaysofnaples,0,1,1
1963,thejohnglennstory,0,1,1
1963,walkonthewildside,0,1,1
1963,tlayucan,0,1,1
1963,throughaglassdarkly,0,1,1
1963,theroadtothewall,0,1,1
1963,thepigeonthattookrome,0,1,1
1963,themanwhoshotlibertyvalance,0,1,1
1963,gigot,0,1,1
1963,electra,0,1,1
1963,billyrosesjumbo,0,1,1
1962,parisblues,0,1,1
1962,themark,0,1,1
1962,theimportantman,0,1,1
1962,thefaceofjesus,0,1,1
1962,rooftopsofnewyork,0,1,1
1962,placido,0,1,1
1962,onetwothree,0,1,1
1962,theromanspringofmrsstone,0,1,1
1962,oneeyedjacks,0,1,1
1962,nellysfolly,0,1,1
1962,luomoingrigiothemaningray,0,1,1
1962,lovercomeback,0,1,1
1962,lagrandeolimpiadeolympicgames1960,0,1,1
1962,khovanshchina,0,1,1
1962,thepiedpiperofguadalupe,0,1,1
1962,townwithoutpity,0,1,1
1963,billybudd,0,1,1
1963,bigcityblues,0,1,1
1963,alvoradabrazilschangingface,0,1,1
1962,veryniceverynice,0,1,1
1962,yojimbo,0,1,1
1960,thevillageontheriver,0,1,1
1960,theraceforspace,0,1,1
1971,littlebigman,0,1,1
1958,aprillove,0,1,1
1958,ahatfulofrain,0,1,1
1958,afarewelltoarms,0,1,1
1958,achairytale,0,1,1
1958,boyonadolphin,0,1,1
1958,cityofgold,0,1,1
1958,footholdonantarctica,0,1,1
1958,tabascoroad,0,1,1
1958,thetinstar,0,1,1
1958,thespiritofstlouis,0,1,1
1958,thedevilcameatnight,0,1,1
1958,thebachelorparty,0,1,1
1958,tammyandthebachelor,0,1,1
1958,portugal,0,1,1
1958,gatesofparis,0,1,1
1958,perri,0,1,1
1958,onthebowery,0,1,1
1958,onedroopyknight,0,1,1
1958,ninelives,0,1,1
1958,motherindia,0,1,1
1958,manofathousandfaces,0,1,1
1960,thehangingtree,0,1,1
1957,meetmeinlasvegas,0,1,1
1957,maninspace,0,1,1
1957,ineverforgetaface,0,1,1
1957,harpofburma,0,1,1
1957,gervaise,0,1,1
1957,geraldmcboingboingonplanetmoo,0,1,1
1957,forbiddenplanet,0,1,1
1957,cowdog,0,1,1
1957,busstop,0,1,1
1957,betweenheavenandhell,0,1,1
1957,acitydecides,0,1,1
1957,qivitoq,0,1,1
1957,richardiii,0,1,1
1957,samoa,0,1,1
1957,thenakedeye,0,1,1
1957,wheremountainsfloat,0,1,1
1957,umbertod,0,1,1
1957,timestoodstill,0,1,1
1957,theproudandthebeautiful,0,1,1
1957,thepowerandtheprize,0,1,1
1957,theladykillers,0,1,1
1957,thejaywalker,0,1,1
1957,thehousewithoutaname,0,1,1
1957,thehardertheyfall,0,1,1
1957,thecaptainofkopenick,0,1,1
1957,thebestthingsinlifearefree,0,1,1
1957,stagecoachtofury,0,1,1
1958,thetruthaboutmothergoose,0,1,1
1958,torero,0,1,1
1958,treesandjamaicadaddy,0,1,1
1958,vitelloni,0,1,1
1959,torpedorun,0,1,1
1959,tisfortumbleweed,0,1,1
1959,theusualunidentifiedthieves,0,1,1
1959,thesheepman,0,1,1
1960,betweenthetides,0,1,1
1960,donaldinmathmagicland,0,1,1
1960,sayoneforme,0,1,1
1960,thegreatwar,0,1,1
1960,thegazebo,0,1,1
1960,thebridge,0,1,1
1960,the400blows,0,1,1
1960,sleepingbeauty,0,1,1
1960,skyscraper,0,1,1
1960,paw,0,1,1
1960,fromgenerationtogeneration,0,1,1
1960,operationpetticoat,0,1,1
1960,noahsark,0,1,1
1960,mysteriesofthedeep,0,1,1
1960,mexicalishmoes,0,1,1
1960,lilabner,0,1,1
1960,libel,0,1,1
1959,theroadayearlong,0,1,1
1959,thelivingstone,0,1,1
1959,thekiss,0,1,1
1959,damnyankees,0,1,1
1959,cowboy,0,1,1
1959,atimetoloveandatimetodie,0,1,1
1959,armsandtheman,0,1,1
1959,antarcticcrossing,0,1,1
1959,employeesonly,0,1,1
1959,desireundertheelms,0,1,1
1959,lavenganza,0,1,1
1959,theinnofthesixthhappiness,0,1,1
1959,thehorsesmouth,0,1,1
1959,thehiddenworld,0,1,1
1959,thegoddess,0,1,1
1959,thebuccaneer,0,1,1
1959,thebrotherskaramazov,0,1,1
1959,thebolshoiballet,0,1,1
1959,snowsofaorangi,0,1,1
1959,lonelyhearts,0,1,1
1959,sidneysfamilytree,0,1,1
1959,psychiatricnursing,0,1,1
1959,paulbunyan,0,1,1
1959,overture,0,1,1
1959,marjoriemorningstar,0,1,1
1959,mardigras,0,1,1
1968,seeyouatthepillar,0,1,1
1968,whileirunthisrace,0,1,1
1968,whatonearth,0,1,1
1968,waituntildark,0,1,1
1968,valleyofthedolls,0,1,1
1968,ulysses,0,1,1
1968,twofortheroad,0,1,1
1968,tobruk,0,1,1
1968,thewhisperers,0,1,1
1968,thejunglebook,0,1,1
1968,thehappiestmillionaire,0,1,1
1968,stoplookandlisten,0,1,1
1969,forloveofivy,0,1,1
1969,theboysofpaulstreet,0,1,1
1969,stolenkisses,0,1,1
1969,prelude,0,1,1
1969,othervoices,0,1,1
1969,hotmillions,0,1,1
1969,duo,0,1,1
1969,chittychittybangbang,0,1,1
1969,awayoutofthewilderness,0,1,1
1969,aspacetogrow,0,1,1
1969,afewnotesonourfoodproblem,0,1,1
1968,skyoverholland,0,1,1
1968,portraitofchieko,0,1,1
1964,agatheringofeagles,0,1,1
1968,paddletothesea,0,1,1
1967,youreabigboynow,0,1,1
1967,turkeythebridge,0,1,1
1967,three,0,1,1
1967,thewinningstrain,0,1,1
1967,thesingingnun,0,1,1
1967,theshoponmainstreet,0,1,1
1967,thereallybigfamily,0,1,1
1967,thepinkblueprint,0,1,1
1967,theoddsagainst,0,1,1
1967,thenakedprey,0,1,1
1968,akingsstory,0,1,1
1968,festival,0,1,1
1968,monumenttothedream,0,1,1
1968,liveforlife,0,1,1
1968,laguerreestfinie,0,1,1
1968,ievenmethappygypsies,0,1,1
1968,hypothesebeta,0,1,1
1968,harvest,0,1,1
1968,farfromthemaddingcrowd,0,1,1
1968,atimeforburning,0,1,1
1968,elamorbrujo,0,1,1
1968,divorceamericanstyle,0,1,1
1968,casinoroyale,0,1,1
1968,beachred,0,1,1
1968,barefootinthepark,0,1,1
1968,banning,0,1,1
1969,thedove,0,1,1
1969,thefiremensball,0,1,1
1969,thefixer,0,1,1
1969,thefox,0,1,1
1970,walking,0,1,1
1970,thewolfmen,0,1,1
1970,theolympicsinmexico,0,1,1
1970,thedamned,0,1,1
1970,thebrotherskaramazov,0,1,1
1970,thebattleofneretva,0,1,1
1970,peoplesoup,0,1,1
1970,paintyourwagon,0,1,1
1970,ofmenanddemons,0,1,1
1971,diaryofamadhousewife,0,1,1
1971,kingafilmedrecordmontgomerytomemphis,0,1,1
1971,joe,0,1,1
1971,jackjohnson,0,1,1
1971,hoabinh,0,1,1
1971,firstlove,0,1,1
1971,fellinisatyricon,0,1,1
1971,chariotsofthegods,0,1,1
1971,alongwayfromnowhere,0,1,1
1971,aboynamedcharliebrown,0,1,1
1970,mynightatmauds,0,1,1
1970,leobeuerman,0,1,1
1970,lastsummer,0,1,1
1969,windyday,0,1,1
1969,wildinthestreets,0,1,1
1969,theyounggirlsofrochefort,0,1,1
1969,therevolvingdoor,0,1,1
1969,themagicpeartree,0,1,1
1969,thelegendarychampions,0,1,1
1969,thehousethatjackbuilt,0,1,1
1969,thehousethatanandabuilt,0,1,1
1969,thegirlwiththepistol,0,1,1
1970,krakatoaeastofjava,0,1,1
1970,animpressionofjohnsteinbeckwriter,0,1,1
1970,jennyisagoodthing,0,1,1
1970,intheyearofthepig,0,1,1
1970,goodbyecolumbus,0,1,1
1970,dalen31,0,1,1
1970,blake,0,1,1
1970,beforethemountainwasmoved,0,1,1
1970,alicesrestaurant,0,1,1
1967,thefaceofgenius,0,1,1
1967,thedrag,0,1,1
1967,thebible,0,1,1
1965,thelivelyset,0,1,1
1965,fateisthehunter,0,1,1
1965,dearheart,0,1,1
1965,christmascracker,0,1,1
1965,childrenwithout,0,1,1
1965,cheyenneautumn,0,1,1
1965,breakingthehabit,0,1,1
1965,ahouseisnotahome,0,1,1
1965,140daysundertheworld,0,1,1
1965,fourdaysinnovember,0,1,1
1965,helpmysnowmansburningdown,0,1,1
1965,howtoavoidfriendship,0,1,1
1965,seanceonawetafternoon,0,1,1
1965,thehumandutch,0,1,1
1965,thefinesthours,0,1,1
1965,thefalloftheromanempire,0,1,1
1965,thechalkgarden,0,1,1
1965,thebestman,0,1,1
1965,thatmanfromrio,0,1,1
1965,sallah,0,1,1
1965,kenojuak,0,1,1
1965,ravensend,0,1,1
1965,overthere191418,0,1,1
1965,onepotatotwopotato,0,1,1
1965,nudnik2,0,1,1
1965,marriageitalianstyle,0,1,1
1965,kissesformypresident,0,1,1
1964,mondocane,0,1,1
1964,thebirds,0,1,1
1964,thebalcony,0,1,1
1964,thatsme,0,1,1
1964,sixsidedtriangle,0,1,1
1964,pianissimo,0,1,1
1964,myfinancialcareer,0,1,1
1964,lostarantos,0,1,1
1964,theconcert,0,1,1
1964,lemaillonetlachainethelinkandthechain,0,1,1
1964,knifeinthewater,0,1,1
1964,homemadecar,0,1,1
1964,comeblowyourhorn,0,1,1
1964,charade,0,1,1
1964,automania2000,0,1,1
1964,thecaretakers,0,1,1
1964,thefivecitiesofjune,0,1,1
1964,theswordinthestone,0,1,1
1964,wivesandlovers,0,1,1
1964,twinsistersofkyoto,0,1,1
1964,toysintheattic,0,1,1
1964,toliveagain,0,1,1
1964,thirtymillionletters,0,1,1
1964,theyanksarecoming,0,1,1
1964,thestripper,0,1,1
1964,thefourdaysofnaples,0,1,1
1964,thespiritofamerica,0,1,1
1964,theredlanterns,0,1,1
1964,thelshapedroom,0,1,1
1964,theleopard,0,1,1
1964,thegreatescape,0,1,1
1964,thegameigra,0,1,1
1965,thelegendofjimmyblueeyes,0,1,1
1965,theorganizer,0,1,1
1967,thebattleofalgiers,0,1,1
1965,thepinkpanther,0,1,1
1966,yeatscountry,0,1,1
1966,womaninthedunes,0,1,1
1966,whatsnewpussycat,0,1,1
1966,vonryansexpress,0,1,1
1966,todieinmadrid,0,1,1
1966,timepiece,0,1,1
1966,thosemagnificentmenintheirflyingmachines,0,1,1
1966,thetrain,0,1,1
1966,thethievingmagpielagazzaladra,0,1,1
1967,lovesofablonde,0,1,1
1967,stoptheworldiwanttogetoff,0,1,1
1967,seconds,0,1,1
1967,saintmatthewpassion,0,1,1
1967,returnoftheseven,0,1,1
1967,pharaoh,0,1,1
1967,mandragola,0,1,1
1967,levolcaninterdittheforbiddenvolcano,0,1,1
1967,khartoum,0,1,1
1967,helicoptercanada,0,1,1
1967,cowboy,0,1,1
1967,anamericandream,0,1,1
1967,adolescence,0,1,1
1966,thepleasureseekers,0,1,1
1966,thepawnbroker,0,1,1
1966,theforthroadbridge,0,1,1
1965,womaninthedunes,0,1,1
1965,wherelovehasgone,0,1,1
1965,thevisit,0,1,1
1965,theumbrellasofcherbourg,0,1,1
1965,thepumpkineater,0,1,1
1966,aragetolive,0,1,1
1966,thebattleofthebulgethebraverifles,0,1,1
1966,marriageitalianstyle,0,1,1
1966,snow,0,1,1
1966,skaterdater,0,1,1
1966,shenandoah,0,1,1
1966,pointofview,0,1,1
1966,ouverture,0,1,1
1966,muralonourstreet,0,1,1
1966,letmypeoplego,0,1,1
1966,bloodontheland,0,1,1
1966,kwaidan,0,1,1
1966,inharmsway,0,1,1
1966,fortressofpeace,0,1,1
1966,dearjohn,0,1,1
1966,clayortheoriginofspecies,0,1,1
1966,casanova70,0,1,1
